Rk,Player,Age,Team_adv,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,RookieSeason,Team_sl,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Impact_PC1
90.0,Dennis Smith,20.0,DAL,PG,69.0,69.0,2049.0,12.8,0.473,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,-2.4,1.7,-0.7,-0.017,-1.2,-1.2,-2.4,-0.2,ROY-5,2017-18,2017-18,DAL,6,25.9,17.3,5.3,11.7,0.457,1.5,4.3,0.346,5.2,7.3,0.705,1.0,3.8,4.8,4.2,2.2,0.2,2.8,1.5,0.0872944554161944
97.0,De'Aaron Fox,20.0,SAC,PG,73.0,61.0,2026.0,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.0,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1,,2017-18,2017-18,SAC,4,21.3,11.8,4.0,9.0,0.444,0.3,2.0,0.125,3.5,5.5,0.636,0.5,1.8,2.3,3.0,2.3,0.3,2.5,3.0,-0.1855656113802876
99.0,Lauri Markkanen,20.0,CHI,PF,68.0,68.0,2020.0,15.6,0.552,0.465,0.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,1.0,-1.2,-0.2,0.9,,2017-18,2017-18,CHI,3,32.8,14.0,4.0,13.7,0.293,2.0,8.3,0.24,4.0,4.3,0.923,3.0,6.0,9.0,1.0,1.0,1.7,0.7,1.7,0.9281196954354592
110.0,Josh Jackson,20.0,PHO,SF,77.0,35.0,1959.0,11.8,0.48,0.233,0.299,5.1,14.2,9.6,10.1,2.0,1.4,12.2,26.0,-2.0,1.2,-0.7,-0.018,-2.8,-1.4,-4.2,-1.1,,2017-18,2017-18,PHX,5,35.0,17.4,6.8,16.0,0.425,0.6,3.2,0.188,3.2,5.0,0.64,2.8,6.4,9.2,1.6,1.2,1.0,2.8,3.6,-0.1589709119114528
139.0,John Collins,20.0,ATL,PF,74.0,26.0,1785.0,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8,,2017-18,2017-18,ATL,5,23.1,15.4,6.4,10.8,0.593,0.2,0.2,1.0,2.4,3.6,0.667,3.2,6.0,9.2,1.0,0.8,0.6,1.0,3.0,1.4226580514515907
140.0,Lonzo Ball,20.0,LAL,PG,52.0,50.0,1780.0,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.7,1.6,1.0,1.3,,2017-18,2017-18,LAL,6,32.5,16.3,5.7,14.8,0.382,1.7,7.0,0.238,3.3,4.3,0.769,1.3,6.3,7.7,9.3,2.5,1.0,3.8,2.2,0.694275135034234
195.0,Justin Jackson,22.0,SAC,SF,68.0,41.0,1506.0,9.2,0.521,0.442,0.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1.0,0.031,-2.4,-1.1,-3.5,-0.6,,2017-18,2017-18,SAC,6,32.3,16.7,6.0,15.8,0.379,1.5,6.3,0.237,3.2,3.7,0.864,0.8,2.5,3.3,2.3,0.3,0.3,1.8,1.3,-0.0676702418079135
205.0,Josh Hart,22.0,LAL,SG,63.0,23.0,1461.0,12.2,0.596,0.525,0.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7,,2017-18,2017-18,LAL,2,22.5,10.0,4.0,10.5,0.381,0.5,4.5,0.111,1.5,1.5,1.0,0.0,4.0,4.0,0.5,0.5,0.5,2.0,2.0,0.8283859357101933
223.0,Bam Adebayo,20.0,MIA,C,69.0,19.0,1368.0,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11.0,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.1,0.7,-0.4,0.6,,2017-18,2017-18,MIA,3,29.0,15.7,4.3,10.0,0.433,0.0,0.0,0.0,7.0,8.3,0.84,0.7,8.0,8.7,1.3,1.7,0.3,3.0,2.7,1.2248134090224525
249.0,Sindarius Thornwell,23.0,LAC,SG,73.0,16.0,1156.0,8.2,0.519,0.262,0.378,3.2,10.0,6.7,7.8,2.0,1.8,16.3,12.1,0.1,0.9,1.0,0.041,-3.4,1.0,-2.4,-0.1,,2017-18,2017-18,LAC,4,26.8,14.3,3.8,9.8,0.385,0.5,3.3,0.154,6.3,8.0,0.781,0.5,3.0,3.5,1.3,1.8,0.0,1.8,2.5,0.0053807320651387
251.0,Semi Ojeleye,23.0,BOS,PF,73.0,0.0,1150.0,4.6,0.473,0.665,0.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,-0.2,1.3,1.2,0.048,-4.6,-0.1,-4.7,-0.8,,2017-18,2017-18,BOS,5,24.7,10.2,3.4,8.6,0.395,2.4,5.6,0.429,1.0,1.4,0.714,0.6,3.6,4.2,1.0,0.2,0.0,1.8,2.0,-0.4443705933263925
252.0,Royce O'Neale,24.0,UTA,SF,69.0,4.0,1150.0,10.8,0.54,0.415,0.268,2.5,20.6,11.7,12.0,1.6,1.2,14.8,14.6,0.5,1.8,2.4,0.099,-2.0,1.8,-0.2,0.5,,2017-18,2017-18,NOP,5,19.1,4.6,2.0,4.8,0.417,0.4,2.6,0.154,0.2,0.6,0.333,0.8,2.8,3.6,1.4,1.0,0.2,0.4,1.2,0.6618103556267275
269.0,Zach Collins,20.0,POR,C,66.0,1.0,1045.0,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6,,2017-18,2017-18,POR,3,23.5,6.3,2.0,7.7,0.261,0.3,2.0,0.167,2.0,3.3,0.6,1.0,4.7,5.7,0.7,2.0,2.0,3.0,2.3,-0.2726066290086607
277.0,Frank Mason,23.0,SAC,PG,52.0,2.0,984.0,13.0,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1.0,13.1,22.6,0.0,0.6,0.5,0.027,-1.3,-1.0,-2.3,-0.1,,2017-18,2017-18,SAC,4,16.5,8.5,3.3,8.3,0.394,0.8,1.5,0.5,1.3,1.3,1.0,1.0,2.5,3.5,2.5,0.5,0.0,1.3,1.5,0.3077841246780978
280.0,Tyler Dorsey,21.0,ATL,SG,56.0,5.0,974.0,10.0,0.494,0.521,0.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20.0,0.0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2,,2017-18,2017-18,ATL,3,12.4,2.7,1.3,3.7,0.364,0.0,0.7,0.0,0.0,1.0,0.0,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.3,-0.0015898814479
296.0,Tyrone Wallace,23.0,LAC,PG,30.0,19.0,851.0,10.1,0.517,0.162,0.316,2.7,10.7,6.8,11.8,1.5,1.3,14.1,16.6,0.2,0.5,0.7,0.042,-3.1,-0.4,-3.5,-0.3,,2017-18,2017-18,UTA,4,18.8,5.8,2.0,8.0,0.25,0.0,1.3,0.0,1.8,2.5,0.7,2.0,2.3,4.3,2.5,2.0,0.8,2.3,2.0,0.0480867781442478
302.0,Jordan Bell,23.0,GSW,C,57.0,13.0,809.0,18.0,0.641,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,2.8,2.8,1.0,,2017-18,2017-18,GOS,5,21.6,5.0,2.4,4.0,0.6,0.0,0.4,0.0,0.2,0.6,0.333,1.6,7.4,9.0,1.6,2.0,2.6,2.6,2.0,1.8093975491038117
307.0,Jawun Evans,21.0,LAC,PG,48.0,4.0,778.0,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5.0,-0.6,,2017-18,2017-18,LAC,5,17.5,8.4,3.2,6.2,0.516,0.4,0.6,0.667,1.6,2.4,0.667,0.2,2.6,2.8,4.2,0.2,0.2,1.4,3.0,-0.5430249937108407
308.0,Sterling Brown,22.0,MIL,SG,54.0,4.0,776.0,9.1,0.503,0.444,0.117,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,0.0,0.7,0.7,0.043,-2.8,-0.2,-3.1,-0.2,,2017-18,2017-18,MIL,5,21.6,8.4,3.2,8.4,0.381,1.2,3.0,0.4,0.8,1.0,0.8,1.0,3.0,4.0,1.6,1.8,1.0,1.0,2.0,0.0157466785473558
321.0,C.J. Williams,27.0,LAC,SG,38.0,18.0,707.0,9.5,0.512,0.396,0.081,1.9,6.7,4.4,8.5,2.1,1.5,8.9,13.7,0.3,0.5,0.7,0.051,-2.8,0.7,-2.1,0.0,,2017-18,2017-18,MIN,5,25.7,10.8,3.6,9.4,0.383,0.8,4.0,0.2,2.8,3.4,0.824,0.4,2.4,2.8,1.2,0.8,0.4,0.8,2.0,0.1742598362190769
333.0,Kobi Simmons,20.0,MEM,PG,32.0,12.0,643.0,7.7,0.49,0.206,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18.0,17.0,-0.4,0.2,-0.2,-0.013,-4.7,-2.1,-6.9,-0.8,,2017-18,2017-18,MEM,6,15.9,4.2,1.8,7.2,0.256,0.0,1.2,0.0,0.5,0.5,1.0,1.0,0.5,1.5,1.7,0.2,0.2,1.8,1.3,-0.6919579850980615
335.0,Torrey Craig,27.0,DEN,SF,39.0,5.0,629.0,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1,,2017-18,2017-18,DEN,6,22.2,11.5,3.8,8.2,0.469,0.8,3.0,0.278,3.0,3.2,0.947,0.5,4.3,4.8,1.3,0.8,1.0,1.0,3.2,0.2022646465153123
343.0,Brandon Paul,26.0,SAS,SG,64.0,2.0,576.0,7.4,0.504,0.425,0.339,1.1,12.0,6.5,9.0,2.2,1.0,16.6,13.6,-0.3,0.8,0.5,0.045,-5.1,1.6,-3.5,-0.2,,2017-18,2017-18,CLE,3,25.3,14.3,5.3,11.3,0.471,2.0,6.3,0.316,1.7,3.0,0.556,0.0,5.0,5.0,2.3,2.3,0.3,1.0,2.3,-0.1385290495380755
344.0,Alex Caruso,23.0,LAL,PG,37.0,7.0,562.0,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1,,2017-18,2017-18,LAL,8,22.2,7.4,2.4,5.5,0.432,0.6,1.6,0.385,2.0,2.1,0.941,0.9,2.4,3.3,3.9,1.1,0.4,2.4,3.9,-0.0041724377929314
350.0,Abdel Nader,24.0,BOS,SF,48.0,1.0,522.0,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,,2017-18,2017-18,BOS,1,27.5,14.0,2.0,7.0,0.286,0.0,1.0,0.0,10.0,12.0,0.833,0.0,7.0,7.0,2.0,1.0,1.0,1.0,0.0,-0.7399259549262734
352.0,Tyler Cavanaugh,23.0,ATL,PF,39.0,1.0,518.0,13.0,0.567,0.586,0.138,9.7,17.7,13.7,7.8,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,-0.4,-1.5,-1.9,0.0,,2017-18,2017-18,ATL,2,10.1,3.0,1.0,5.0,0.2,0.0,1.5,0.0,1.0,1.0,1.0,1.5,3.5,5.0,0.5,0.0,0.0,0.5,1.5,0.7109937655089328
417.0,Ante Zizic,21.0,CLE,C,32.0,2.0,214.0,24.2,0.746,0.0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1.0,0.231,1.9,-0.9,1.0,0.2,,2017-18,2017-18,BOS,4,18.3,9.3,3.0,5.0,0.6,0.0,0.0,0.0,3.3,4.8,0.684,2.3,6.3,8.5,1.3,0.5,2.0,1.8,2.3,2.3553089812483208
425.0,Caleb Swanigan,20.0,POR,PF,27.0,3.0,189.0,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,-0.3,0.3,0.0,-0.003,-6.6,1.2,-5.5,-0.2,,2017-18,2017-18,POR,8,30.8,16.1,6.1,14.0,0.438,0.8,2.8,0.273,3.1,3.9,0.806,3.4,7.3,10.6,2.3,1.4,0.4,2.8,3.8,-0.5316920944707151
21.0,Collin Sexton,20.0,CLE,PG,82.0,72.0,2605.0,12.0,0.52,0.245,0.211,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011,-1.4,-3.3,-4.7,-1.8,ROY-5,2018-19,2018-19,CLE,7,28.8,19.6,6.9,16.0,0.429,0.4,1.9,0.231,5.4,7.1,0.76,0.4,3.1,3.6,3.4,0.9,0.1,3.3,3.4,-0.1595082048130848
35.0,Trae Young,20.0,ATL,PG,81.0,81.0,2503.0,17.0,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9,ROY-2,2018-19,2018-19,ATL,4,25.8,17.0,4.5,11.8,0.383,3.0,7.8,0.387,5.0,5.8,0.87,0.3,0.8,1.0,6.8,1.5,0.3,3.8,3.3,0.9186876568359592
42.0,Mikal Bridges,22.0,PHO,SF,82.0,56.0,2417.0,10.8,0.556,0.556,0.21,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2.0,0.4,-1.6,0.3,,2018-19,2018-19,PHX,5,20.0,6.2,2.0,4.4,0.455,1.4,3.2,0.438,0.8,0.8,1.0,0.4,2.2,2.6,0.6,1.6,0.8,1.6,2.2,0.348387365908903
73.0,Deandre Ayton,20.0,PHO,C,71.0,70.0,2183.0,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2,ROY-3,2018-19,2018-19,PHX,4,26.8,14.5,5.5,9.3,0.595,0.0,0.0,0.0,3.5,4.3,0.824,3.8,6.8,10.5,0.0,1.0,1.0,3.3,3.8,1.5470318334823878
74.0,Shai Gilgeous-Alexander,20.0,LAC,PG,82.0,73.0,2174.0,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,3.3,0.074,-0.9,0.4,-0.5,0.8,ROY-6,2018-19,2018-19,LAC,4,27.8,19.0,8.3,18.0,0.458,0.8,3.0,0.25,1.8,2.8,0.636,0.5,4.3,4.8,4.0,2.3,1.0,2.3,2.0,0.7148858967400976
79.0,Kevin Knox,19.0,NYK,PF,75.0,57.0,2158.0,8.7,0.475,0.398,0.247,2.9,13.6,8.1,6.0,1.0,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.4,-2.3,-5.7,-2.0,,2018-19,2018-19,NYK,4,32.2,21.3,6.8,19.3,0.351,2.5,7.0,0.357,5.3,6.5,0.808,1.0,5.5,6.5,2.3,1.0,0.3,4.0,2.8,-0.5819293185086983
138.0,Landry Shamet,21.0,2TM,SG,79.0,27.0,1802.0,11.0,0.604,0.711,0.167,1.3,6.4,3.9,9.0,1.0,0.4,7.0,15.0,2.7,0.9,3.6,0.095,-0.3,-1.3,-1.6,0.2,,2018-19,2018-19,PHL,1,12.1,6.0,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5283203370284079
145.0,Josh Okogie,20.0,MIN,SG,74.0,52.0,1757.0,9.4,0.492,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,1.2,0.034,-3.5,0.4,-3.1,-0.5,ROY-8,2018-19,2018-19,MIN,4,32.6,11.0,3.5,11.8,0.298,0.8,4.8,0.158,3.3,4.5,0.722,0.3,5.0,5.3,2.3,2.3,2.0,2.8,2.0,-0.0021944890854246
155.0,Miles Bridges,20.0,CHO,SF,80.0,25.0,1696.0,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,,2018-19,2018-19,CHA,5,30.5,15.0,5.4,15.8,0.342,1.2,6.0,0.2,3.0,3.6,0.833,2.4,5.8,8.2,1.8,1.4,1.2,1.2,1.2,0.7048725220472765
172.0,Jalen Brunson,22.0,DAL,PG,73.0,38.0,1591.0,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1.0,2.6,0.077,-1.2,-0.5,-1.7,0.1,,2018-19,2018-19,DAL,5,20.2,6.8,2.0,8.8,0.227,1.2,4.0,0.3,1.6,2.2,0.727,0.2,2.6,2.8,4.4,1.2,0.0,3.0,1.4,0.5720103826306848
174.0,Marvin Bagley,19.0,SAC,PF,62.0,4.0,1567.0,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1.0,3.2,10.7,24.2,2.0,1.6,3.6,0.11,0.5,-1.5,-1.0,0.4,ROY-7,2018-19,2018-19,SAC,1,32.0,15.0,5.0,13.0,0.385,0.0,2.0,0.0,5.0,7.0,0.714,1.0,6.0,7.0,2.0,1.0,1.0,2.0,5.0,1.2363652992355154
190.0,Allonzo Trier,23.0,NYK,SG,64.0,3.0,1459.0,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-1.6,-1.5,-3.1,-0.4,,2018-19,2018-19,NYK,4,31.0,17.0,5.5,12.3,0.449,0.5,2.8,0.182,5.5,6.5,0.846,1.3,4.3,5.5,3.3,1.3,0.0,1.5,2.3,0.187366240062314
207.0,Mitchell Robinson,20.0,NYK,C,66.0,19.0,1360.0,22.0,0.692,0.0,0.464,13.3,19.4,16.3,4.2,1.8,10.0,9.1,12.1,4.0,2.2,6.1,0.217,0.1,2.4,2.5,1.6,ROY-8,2018-19,2018-19,NYK,5,24.7,13.0,6.0,9.0,0.667,0.0,0.0,0.0,1.0,2.2,0.455,6.2,4.0,10.2,0.0,1.0,4.0,0.2,4.8,2.2696386284630297
248.0,Frank Jackson,20.0,NOP,PG,61.0,16.0,1169.0,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,,2018-19,2018-19,NOP,1,12.7,13.0,4.0,7.0,0.571,0.0,1.0,0.0,5.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,3.0,3.0,-0.2133695261241715
264.0,Kenrich Williams,24.0,NOP,SF,46.0,29.0,1079.0,9.7,0.485,0.559,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0.0,,2018-19,2018-19,DEN,5,23.5,5.4,2.6,6.2,0.419,0.2,1.4,0.143,0.0,0.4,0.0,1.6,4.0,5.6,0.4,0.6,0.6,1.4,1.8,0.2166365820529934
279.0,De'Anthony Melton,20.0,PHO,PG,50.0,31.0,984.0,9.9,0.466,0.371,0.109,2.8,12.5,7.5,22.3,3.3,1.9,21.8,15.0,-0.8,0.8,0.0,0.002,-3.8,1.1,-2.7,-0.2,,2018-19,2018-19,HOU,5,30.0,16.4,5.8,15.2,0.382,2.4,7.6,0.316,2.4,3.6,0.667,1.4,5.8,7.2,4.0,3.0,0.8,3.0,3.8,-0.0706886827881656
285.0,Elie Okobo,21.0,PHO,PG,53.0,16.0,958.0,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17.0,-0.7,0.2,-0.5,-0.027,-4.2,-1.5,-5.7,-0.9,,2018-19,2018-19,PHX,4,14.3,2.3,1.0,4.3,0.235,0.3,1.5,0.167,0.0,0.0,0.0,0.0,2.0,2.0,3.5,0.3,0.0,1.5,2.0,-0.6500243973336368
292.0,Chandler Hutchison,22.0,CHI,SF,44.0,14.0,895.0,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.4,-0.5,-3.9,-0.4,,2018-19,2018-19,CHI,5,32.3,11.0,3.4,8.6,0.395,1.6,3.2,0.5,2.6,4.0,0.65,0.4,6.6,7.0,3.6,0.8,0.2,3.2,3.2,-0.1390357974612331
303.0,Harry Giles,20.0,SAC,PF,58.0,0.0,820.0,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.056,-3.4,0.4,-3.0,-0.2,,2018-19,2018-19,SAC,4,22.9,10.8,5.0,12.0,0.417,0.3,1.0,0.25,0.5,1.3,0.4,1.8,5.3,7.0,1.5,1.5,0.3,2.5,2.8,0.4756792293088681
306.0,Omari Spellman,21.0,ATL,PF,46.0,11.0,805.0,12.4,0.516,0.525,0.184,9.2,16.3,12.7,8.0,1.5,2.7,10.5,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2,,2018-19,2018-19,ATL,5,27.4,10.8,3.8,10.2,0.373,1.2,4.6,0.261,2.0,2.6,0.769,2.2,5.0,7.2,2.0,1.4,1.0,1.8,2.4,0.5577325819251436
334.0,Devonte' Graham,23.0,CHO,PG,46.0,3.0,676.0,10.3,0.459,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,0.2,0.3,0.5,0.035,-2.6,-1.3,-4.0,-0.3,,2018-19,2018-19,CHA,3,25.9,10.0,3.7,10.0,0.367,0.0,4.0,0.0,2.7,2.7,1.0,0.0,2.7,2.7,6.0,1.0,0.0,2.3,2.7,-0.0149275494917798
338.0,Aaron Holiday,22.0,IND,PG,50.0,0.0,646.0,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,,2018-19,2018-19,IND,4,30.1,14.5,5.3,15.3,0.344,1.8,6.0,0.292,2.3,3.0,0.75,1.3,3.8,5.0,6.8,2.8,0.5,5.5,4.5,0.4611088981155529
341.0,Jonah Bolden,23.0,PHI,PF,44.0,10.0,639.0,12.7,0.595,0.593,0.167,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2,,2018-19,2018-19,PHL,6,23.0,6.5,2.2,6.2,0.351,0.7,2.8,0.235,1.5,3.2,0.474,2.7,3.3,6.0,0.5,1.5,1.0,2.7,2.7,0.7872013583860668
350.0,Jevon Carter,23.0,MEM,PG,39.0,3.0,577.0,7.8,0.432,0.551,0.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,-0.7,0.7,0.0,-0.003,-4.1,0.1,-4.0,-0.3,,2018-19,2018-19,MEM,7,22.2,11.4,4.6,13.0,0.352,1.0,4.3,0.233,1.3,1.7,0.75,0.7,3.6,4.3,4.6,1.1,0.3,2.0,3.4,-0.3696967424319465
351.0,Isaiah Briscoe,22.0,ORL,PG,39.0,0.0,559.0,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5.0,-0.4,,2018-19,2018-19,ORL,3,18.9,8.7,3.3,6.7,0.5,0.3,1.3,0.25,1.7,4.0,0.417,0.3,2.7,3.0,2.0,1.0,0.0,2.3,3.0,-0.428332786230955
356.0,Hamidou Diallo,20.0,OKC,SG,51.0,3.0,526.0,10.1,0.497,0.145,0.358,7.2,12.0,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.4,0.2,-4.2,-0.3,,2018-19,2018-19,OKC,5,19.1,10.8,4.0,8.2,0.488,0.8,1.8,0.444,2.0,3.6,0.556,1.2,3.6,4.8,0.4,1.0,0.0,1.0,2.4,0.1033509368484642
360.0,Keita Bates-Diop,23.0,MIN,SF,30.0,3.0,503.0,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0.0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2,,2018-19,2018-19,MIN,5,33.8,14.8,5.4,13.6,0.397,1.4,6.0,0.233,2.6,3.4,0.765,1.0,6.4,7.4,1.2,1.6,1.2,3.8,1.0,-0.0242592284801956
371.0,Svi Mykhailiuk,21.0,2TM,SF,42.0,0.0,440.0,6.0,0.447,0.636,0.143,2.2,6.2,4.2,10.9,1.5,0.2,12.4,16.0,-0.4,0.3,-0.1,-0.012,-3.9,-1.1,-5.0,-0.3,,2018-19,2018-19,LAL,7,24.8,16.6,6.0,12.4,0.483,2.9,7.0,0.408,1.7,2.3,0.75,1.3,2.7,4.0,2.1,0.4,0.3,0.9,1.7,-0.6363782006920504
372.0,Jaron Blossomgame,25.0,CLE,SF,27.0,4.0,439.0,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2,,2018-19,2018-19,SAS,5,25.8,13.0,5.2,9.0,0.578,0.4,1.0,0.4,2.2,2.8,0.786,2.2,5.4,7.6,0.4,0.2,1.2,2.0,1.6,-0.0260119614358209
374.0,Jaylen Adams,22.0,ATL,PG,34.0,1.0,428.0,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1.0,19.7,13.5,-0.1,0.2,0.1,0.011,-3.8,-0.5,-4.3,-0.2,,2018-19,2018-19,ATL,4,19.2,10.3,4.0,9.5,0.421,1.8,5.0,0.35,0.5,0.8,0.667,0.5,2.8,3.3,2.8,1.5,0.3,1.3,2.8,-0.3499893436303256
377.0,Grayson Allen,23.0,UTA,SG,38.0,2.0,416.0,7.5,0.516,0.556,0.337,0.8,5.1,3.0,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0.0,0.002,-4.2,-2.1,-6.3,-0.5,,2018-19,2018-19,UTA,2,25.6,16.5,6.5,17.0,0.382,1.5,7.0,0.214,2.0,2.0,1.0,0.5,6.0,6.5,4.0,1.5,0.0,0.5,1.5,-0.583924313981464
379.0,Donte DiVincenzo,22.0,MIL,SG,27.0,0.0,411.0,9.1,0.507,0.669,0.097,4.2,11.4,8.0,9.7,1.5,1.2,12.8,15.1,0.0,0.6,0.6,0.069,-2.8,0.6,-2.2,0.0,,2018-19,2018-19,MIL,2,13.7,0.5,0.0,4.0,0.0,0.0,3.5,0.0,0.5,1.0,0.5,1.0,1.0,2.0,2.0,2.0,0.5,2.0,1.0,0.2156390843166105
400.0,Jerome Robinson,21.0,LAC,SG,33.0,0.0,320.0,7.2,0.491,0.518,0.082,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,-0.2,0.3,0.1,0.012,-4.2,-0.5,-4.7,-0.2,,2018-19,2018-19,LAC,3,23.9,13.7,5.3,12.0,0.444,2.3,6.3,0.368,0.7,0.7,1.0,0.3,2.3,2.7,1.7,0.3,0.3,0.7,2.3,-0.412429608607303
