Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season
Trey Davis,NYK,1,8.2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,2021-22
Shakur Juiston,ORL,2,13.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.5,0.0,0.5,2.0,2021-22
Cullen Russo,MIN,3,6.8,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.7,2.3,1.0,0.0,0.3,0.7,1.0,2021-22
Romaro Gill,LAL,1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2021-22
Arnas Velicka,BOS,2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,2021-22
Erik McCree,POR,1,6.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2021-22
Luca Vildoza,NYK,2,6.4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.0,2021-22
Alpha Diallo,PHX,2,6.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,1.0,0.0,1.0,0.0,2021-22
Steffon Mitchell,DEN,2,4.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,2021-22
Amar Sylla,ORL,1,5.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2021-22
Lydell Elmore,LAC,1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
E.J. Montgomery,MIL,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Chudier Bile,DEN,2,8.3,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,0.0,1.0,0.5,2021-22
Alex Antetokounmpo,SAC,3,3.4,0.0,0.0,1.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,2021-22
Brandon Rachal,BRK,3,4.9,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.3,0.7,1.0,0.0,0.3,0.3,0.7,1.7,2021-22
Moses Moody,GOS,2,30.1,27.5,7.0,16.0,0.438,2.5,7.5,0.333,11.0,12.5,0.88,1.5,2.5,4.0,2.0,1.5,1.5,2.0,3.5,2022-23
Cam Thomas,BRK,5,30.3,27.4,8.4,19.0,0.442,1.2,4.4,0.273,9.4,10.8,0.87,0.2,1.4,1.6,4.2,0.8,0.2,2.0,2.2,2022-23
Trey Murphy III,NOP,2,31.8,26.5,8.5,17.0,0.5,2.0,7.5,0.267,7.5,8.5,0.882,2.5,4.5,7.0,1.0,2.5,0.5,3.0,1.5,2022-23
Keegan Murray,SAC,4,31.9,23.3,7.3,14.5,0.5,3.5,8.8,0.4,5.3,6.5,0.808,0.8,6.3,7.0,2.0,1.3,0.3,2.5,2.8,2022-23
Quentin Grimes,NYK,5,30.1,22.6,7.2,17.4,0.414,3.4,11.0,0.309,4.8,7.0,0.686,0.6,3.6,4.2,4.0,1.2,0.0,3.2,2.2,2022-23
Paolo Banchero,ORL,2,30.1,20.0,5.5,13.5,0.407,1.0,2.0,0.5,8.0,10.0,0.8,1.0,4.0,5.0,6.0,2.5,1.0,5.0,4.5,2022-23
Josh Christopher,HOU,3,26.8,19.7,6.3,16.0,0.396,0.3,2.7,0.125,6.7,8.0,0.833,0.7,3.7,4.3,3.0,1.7,1.7,2.3,4.0,2022-23
Bennedict Mathurin,IND,3,22.4,19.3,6.7,13.7,0.488,1.7,4.3,0.385,4.3,5.7,0.765,1.7,2.3,4.0,1.3,1.3,0.0,0.7,1.3,2022-23
Jonathan Kuminga,GOS,4,25.9,19.3,7.0,17.3,0.406,1.3,6.3,0.2,4.0,8.5,0.471,0.5,3.3,3.8,3.0,0.8,0.5,3.3,4.5,2022-23
David Duke,BRK,5,28.6,19.0,6.6,13.2,0.5,1.0,3.8,0.263,4.8,5.8,0.828,0.4,4.2,4.6,4.0,1.4,0.2,3.2,3.4,2022-23
Matt Ryan,BOS,2,22.9,19.0,5.5,10.0,0.55,5.0,9.5,0.526,3.0,3.0,1.0,0.0,1.5,1.5,0.5,1.5,0.0,0.0,2.5,2022-23
Lindell Wigginton,MIL,5,25.2,18.2,5.8,10.8,0.537,2.4,5.2,0.462,4.2,5.8,0.724,0.4,2.0,2.4,4.6,1.2,0.6,4.2,1.2,2022-23
Juhann Begarin,BOS,5,31.1,18.2,6.4,15.0,0.427,1.4,4.2,0.333,4.0,5.2,0.769,1.2,4.4,5.6,2.4,1.8,0.4,4.2,3.8,2022-23
Jared Harper,NOP,4,27.1,17.5,4.3,12.0,0.354,1.0,4.5,0.222,8.0,10.3,0.78,0.5,1.3,1.8,4.3,1.5,1.0,1.8,1.8,2022-23
Tommy Kuhse,ORL,3,23.2,17.3,7.0,12.0,0.583,2.0,5.0,0.4,1.3,1.3,1.0,0.3,1.7,2.0,3.3,3.0,0.0,2.7,2.0,2022-23
Tari Eason,HOU,5,27.5,17.2,6.8,15.2,0.447,1.4,4.2,0.333,2.2,2.8,0.786,3.6,6.6,10.2,1.6,1.8,1.0,1.8,3.8,2022-23
Sandro Mamukelashvili,MIL,5,27.9,17.0,5.4,12.0,0.45,2.0,4.2,0.476,4.2,6.0,0.7,1.6,7.2,8.8,2.4,1.4,1.0,2.6,1.8,2022-23
Blake Wesley,SAS,5,30.6,17.0,5.4,18.0,0.3,2.2,6.4,0.344,4.0,5.4,0.741,0.8,2.8,3.6,4.0,1.6,0.2,2.8,3.0,2022-23
Miles McBride,NYK,5,28.8,16.8,5.6,11.2,0.5,2.0,5.6,0.357,3.6,3.8,0.947,0.8,2.6,3.4,5.0,2.2,0.0,2.2,2.0,2022-23
Santi Aldama,MEM,4,25.9,16.8,7.0,12.3,0.571,1.3,3.3,0.385,1.5,2.3,0.667,2.3,5.5,7.8,1.3,1.5,1.8,1.3,1.5,2022-23
Dalano Banton,TOR,4,29.2,16.3,5.5,11.8,0.468,1.5,3.3,0.462,3.8,4.5,0.833,2.0,3.3,5.3,4.3,2.0,0.3,4.8,3.0,2022-23
Jeff Dowtin,TOR,4,28.1,16.0,6.0,10.5,0.571,1.0,2.8,0.364,3.0,3.3,0.923,0.5,3.3,3.8,4.3,1.3,0.3,0.5,0.5,2022-23
Chris Duarte,IND,1,24.6,16.0,3.0,7.0,0.429,1.0,2.0,0.5,9.0,9.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,2022-23
Tremont Waters,MEM,1,25.1,16.0,4.0,8.0,0.5,2.0,5.0,0.4,6.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2022-23
Kevon Harris,MIN,5,27.1,15.8,6.0,10.4,0.577,2.2,4.8,0.458,1.6,2.2,0.727,0.4,2.4,2.8,2.0,1.0,0.4,2.6,3.2,2022-23
Marko Simonovic,CHI,5,24.5,15.6,6.0,11.8,0.508,0.2,2.2,0.091,3.4,4.4,0.773,3.4,5.4,8.8,2.0,0.4,0.8,2.4,4.8,2022-23
A.J. Lawson,DAL,5,29.5,15.6,5.4,10.4,0.519,2.6,5.2,0.5,2.2,2.6,0.846,1.2,4.8,6.0,1.4,0.8,0.6,2.2,3.2,2022-23
Moses Wright,DAL,4,19.0,15.5,5.3,10.0,0.525,0.8,2.0,0.375,4.3,5.5,0.773,2.5,4.3,6.8,1.5,1.0,0.8,2.3,4.0,2022-23
Deividas Sirvydis,NOP,4,22.5,15.5,5.3,11.5,0.457,3.3,7.8,0.419,1.8,2.3,0.778,1.0,4.3,5.3,1.0,0.8,0.3,1.0,2.3,2022-23
Jaden Ivey,DET,2,18.8,15.5,4.0,8.0,0.5,1.5,3.0,0.5,6.0,6.0,1.0,1.5,1.5,3.0,4.0,0.0,0.0,2.5,2.5,2022-23
Cole Swider,LAL,5,25.2,15.4,5.4,10.8,0.5,3.8,7.6,0.5,0.8,1.2,0.667,0.4,3.8,4.2,1.0,0.4,0.2,0.8,2.2,2022-23
Malaki Branham,SAS,5,27.9,15.4,5.8,13.6,0.426,2.2,5.2,0.423,1.6,2.2,0.727,1.0,2.6,3.6,1.4,0.6,0.2,2.0,1.2,2022-23
"Kenny Lofton, Jr.",MEM,5,21.7,15.2,6.0,10.4,0.577,0.6,2.0,0.3,2.6,3.4,0.765,2.6,4.6,7.2,2.0,0.4,0.4,3.6,3.6,2022-23
David Roddy,MEM,5,24.6,15.0,5.4,12.2,0.443,1.0,4.6,0.217,3.2,3.8,0.842,2.0,3.0,5.0,1.6,0.4,0.6,1.2,1.6,2022-23
Ochai Agbaji,CLE,4,31.0,15.0,4.8,12.8,0.373,3.0,8.0,0.375,2.5,2.8,0.909,0.8,4.0,4.8,2.3,1.3,0.0,1.3,1.0,2022-23
Justin Jackson,BOS,4,29.0,15.0,5.3,13.0,0.404,2.8,9.0,0.306,1.8,2.0,0.875,0.8,3.0,3.8,2.8,0.5,0.0,0.3,1.8,2022-23
Ziaire Williams,MEM,3,23.1,15.0,5.7,12.0,0.472,1.3,3.7,0.364,2.3,3.3,0.7,1.0,4.7,5.7,4.0,0.7,0.0,4.3,2.7,2022-23
Javonte Smart,MIA,4,26.3,15.0,5.3,16.5,0.318,1.3,6.5,0.192,3.3,4.0,0.813,1.3,3.0,4.3,2.5,1.0,0.5,2.5,2.0,2022-23
Jaden Hardy,DAL,5,29.5,15.0,5.2,15.0,0.347,1.4,5.2,0.269,3.2,4.6,0.696,0.6,4.0,4.6,2.6,1.2,0.6,5.0,4.6,2022-23
Joshua Primo,SAS,2,29.1,15.0,4.5,13.5,0.333,3.0,6.0,0.5,3.0,5.5,0.545,0.0,2.5,2.5,4.5,0.0,1.0,3.0,2.0,2022-23
Mfiondu Kabengele,BOS,5,24.5,14.8,5.4,9.2,0.587,1.2,3.0,0.4,2.8,3.6,0.778,3.0,5.2,8.2,2.4,0.8,2.2,2.4,4.4,2022-23
R.J. Nembhard,CLE,5,27.9,14.8,5.8,12.2,0.475,0.8,2.2,0.364,2.4,3.2,0.75,1.0,3.0,4.0,4.2,1.2,0.0,1.6,2.0,2022-23
Jay Scrubb,LAC,5,27.1,14.8,4.8,12.2,0.393,1.0,3.4,0.294,4.2,5.0,0.84,0.2,4.4,4.6,1.6,1.8,0.6,2.6,2.6,2022-23
Bryce McGowens,CHA,5,30.8,14.6,4.4,13.0,0.338,2.4,5.6,0.429,3.4,4.6,0.739,0.6,3.4,4.0,2.6,0.2,0.4,2.6,2.6,2022-23
Nick Richards,CHA,2,23.7,14.5,5.0,8.0,0.625,0.0,0.0,0.0,4.5,6.0,0.75,2.0,8.0,10.0,1.0,0.0,2.5,4.5,3.5,2022-23
"Jabari Smith, Jr.",HOU,5,29.7,14.4,5.2,13.8,0.377,1.4,5.4,0.259,2.6,3.4,0.765,1.8,7.6,9.4,1.8,1.6,1.4,2.2,3.6,2022-23
"Chaundee Brown, Jr.",ATL,5,23.4,14.4,5.2,11.4,0.456,1.6,4.0,0.4,2.4,2.4,1.0,0.8,2.8,3.6,1.0,0.6,0.2,1.2,1.0,2022-23
Keon Johnson,POR,5,31.2,14.2,5.0,11.2,0.446,1.6,4.8,0.333,2.6,3.8,0.684,1.0,2.8,3.8,2.0,1.8,0.2,4.6,3.6,2022-23
Isaiah Livers,DET,2,30.1,14.0,4.0,9.0,0.444,2.5,6.5,0.385,3.5,4.5,0.778,0.5,4.0,4.5,1.0,0.5,1.0,1.5,2.0,2022-23
Jerrick Harding,DAL,5,22.8,13.8,5.4,10.8,0.5,1.6,4.4,0.364,1.4,1.8,0.778,0.8,2.4,3.2,4.0,0.8,0.2,1.2,1.4,2022-23
Tyrese Martin,ATL,5,24.9,13.8,5.2,11.4,0.456,1.0,3.6,0.278,2.4,3.4,0.706,0.4,3.2,3.6,2.2,0.8,0.8,1.6,2.8,2022-23
Armoni Brooks,TOR,4,22.1,13.8,5.0,13.0,0.385,2.8,10.0,0.275,1.0,1.8,0.571,0.5,2.8,3.3,2.0,1.0,0.8,2.0,2.0,2022-23
Darius Days,SAS,3,21.9,13.7,5.0,9.0,0.556,2.0,5.3,0.375,1.7,1.7,1.0,3.3,6.7,10.0,0.3,0.7,0.0,1.3,4.7,2022-23
Terry Taylor,IND,3,25.2,13.7,5.3,9.3,0.571,0.3,0.3,1.0,2.7,3.7,0.727,4.0,3.7,7.7,1.0,0.0,0.0,1.0,1.3,2022-23
Isaiah Joe,PHL,3,21.0,13.7,4.7,9.3,0.5,4.0,6.7,0.6,0.3,1.3,0.25,0.0,3.0,3.0,2.3,2.3,0.3,1.7,1.0,2022-23
Haywood Highsmith,MIA,3,30.2,13.7,4.7,10.3,0.452,1.3,6.3,0.211,3.0,3.3,0.9,2.0,4.0,6.0,2.3,1.7,1.0,2.7,3.0,2022-23
Trendon Watford,POR,5,28.8,13.6,5.0,11.8,0.424,0.8,3.2,0.25,2.8,4.0,0.7,0.6,7.2,7.8,2.0,1.4,1.0,2.0,4.0,2022-23
Isaiah Stewart II,DET,2,28.7,13.5,5.0,9.0,0.556,2.5,4.5,0.556,1.0,1.0,1.0,1.5,7.5,9.0,1.5,0.5,1.0,3.0,6.0,2022-23
Jaden Shackelford,OKC,2,23.9,13.5,4.5,12.5,0.36,3.0,8.5,0.353,1.5,1.5,1.0,0.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,2022-23
Mac McClung,GOS,5,24.4,13.4,5.2,11.4,0.456,1.2,2.4,0.5,1.8,2.2,0.818,1.2,2.4,3.6,4.8,1.0,0.0,2.4,1.6,2022-23
Daishen Nix,HOU,5,27.5,13.4,4.8,10.6,0.453,1.8,4.0,0.45,2.0,4.4,0.455,1.2,2.2,3.4,4.4,1.6,0.6,2.6,2.2,2022-23
Louis King,PHX,5,23.7,13.4,4.4,11.8,0.373,1.6,6.2,0.258,3.0,4.0,0.75,0.4,5.0,5.4,1.6,0.8,0.4,1.2,2.4,2022-23
Brandon Williams,POR,5,25.2,13.4,3.2,10.2,0.314,0.8,4.6,0.174,6.2,7.4,0.838,0.4,2.8,3.2,4.4,1.0,0.2,3.0,1.6,2022-23
"B.J. Boston, Jr.",LAC,5,27.6,13.4,4.0,12.0,0.333,1.6,5.0,0.32,3.8,5.4,0.704,1.0,4.6,5.6,1.4,1.2,0.6,2.4,2.8,2022-23
Cameron Young,CLE,5,22.8,13.4,3.4,10.0,0.34,1.2,5.2,0.231,5.4,6.2,0.871,0.2,1.8,2.0,0.4,1.0,0.4,1.6,2.6,2022-23
Trevelin Queen,PHL,5,24.3,13.4,4.4,12.6,0.349,2.0,7.4,0.27,2.6,2.8,0.929,0.8,3.0,3.8,3.2,0.4,0.2,4.8,3.8,2022-23
Brodric Thomas,BOS,4,26.8,13.3,4.0,7.8,0.516,3.0,5.8,0.522,2.3,3.3,0.692,1.8,3.5,5.3,2.5,1.3,0.8,1.8,3.3,2022-23
J.D. Davison,BOS,5,30.3,13.0,4.6,10.6,0.434,1.4,3.0,0.467,2.4,2.8,0.857,1.2,3.6,4.8,8.2,1.2,1.2,3.0,2.2,2022-23
Malcolm Hill,CHI,5,25.0,13.0,4.0,8.6,0.465,1.8,3.8,0.474,3.2,3.6,0.889,1.0,2.8,3.8,1.2,1.0,0.6,1.6,3.0,2022-23
Justin James,ORL,5,18.0,13.0,4.4,9.2,0.478,1.2,3.6,0.333,3.0,3.6,0.833,2.0,1.6,3.6,0.4,0.2,0.2,1.0,1.0,2022-23
Josh Giddey,OKC,2,27.4,13.0,4.5,13.0,0.346,0.0,2.5,0.0,4.0,5.0,0.8,0.0,5.5,5.5,8.0,0.5,0.0,5.0,1.0,2022-23
Day'Ron Sharpe,BRK,5,25.9,12.8,5.2,10.0,0.52,0.6,2.0,0.3,1.8,3.2,0.563,3.8,6.2,10.0,2.4,1.8,1.8,2.2,2.0,2022-23
MarJon Beauchamp,MIL,5,26.5,12.8,4.0,9.4,0.426,2.2,4.8,0.458,2.6,4.0,0.65,0.4,2.8,3.2,1.6,0.8,1.0,2.0,3.2,2022-23
Neemias Queta,SAC,4,23.8,12.8,4.8,7.0,0.679,0.5,0.5,1.0,2.8,5.0,0.55,1.8,4.8,6.5,1.5,0.5,2.5,2.3,3.0,2022-23
Keon Ellis,SAC,4,30.2,12.8,4.0,9.0,0.444,3.3,6.0,0.542,1.5,1.5,1.0,0.8,1.8,2.5,4.8,2.3,0.8,2.5,2.8,2022-23
Jared Butler,UTA,4,27.1,12.8,4.8,15.8,0.302,1.5,8.8,0.171,1.8,3.0,0.583,1.0,2.5,3.5,7.3,2.3,0.5,3.3,3.3,2022-23
Elijah Stewart,NOP,3,28.2,12.7,4.7,12.3,0.378,2.0,6.7,0.3,1.3,2.0,0.667,0.3,3.3,3.7,4.3,0.3,0.3,2.0,3.0,2022-23
Jordan Schakel,WAS,5,19.3,12.6,4.0,9.2,0.435,1.6,4.6,0.348,3.0,3.0,1.0,0.6,2.6,3.2,1.2,0.8,0.6,1.2,2.4,2022-23
Jabari Walker,POR,5,22.0,12.4,4.4,7.0,0.629,1.2,2.8,0.429,2.4,3.0,0.8,2.2,6.8,9.0,1.4,1.0,1.0,0.8,2.6,2022-23
"Kyle Allman, Jr.",MIA,5,21.0,12.4,3.8,10.2,0.373,0.8,3.4,0.235,4.0,5.0,0.8,0.2,3.4,3.6,2.8,0.2,0.8,1.8,2.8,2022-23
Braxton Key,DET,5,26.3,12.2,4.2,8.8,0.477,1.2,3.4,0.353,2.6,3.6,0.722,1.2,5.0,6.2,2.4,2.0,1.0,3.0,2.4,2022-23
Josh Minott,MIN,5,26.8,12.2,4.6,12.0,0.383,1.0,2.4,0.417,2.0,3.0,0.667,3.6,5.0,8.6,1.6,1.6,1.6,2.6,5.0,2022-23
J.T. Thor,CHA,5,24.9,12.2,3.6,8.6,0.419,1.4,3.8,0.368,3.6,5.8,0.621,1.6,2.4,4.0,1.0,1.6,0.8,1.8,1.8,2022-23
"Wendell Moore, Jr.",MIN,5,26.9,12.2,3.8,10.8,0.352,1.4,5.6,0.25,3.2,3.4,0.941,0.8,3.6,4.4,2.0,1.4,0.4,2.6,3.0,2022-23
Chet Holmgren,OKC,3,27.0,12.0,4.3,9.3,0.464,1.0,2.3,0.429,2.3,2.7,0.875,2.0,5.7,7.7,2.3,2.3,2.0,3.3,4.0,2022-23
Dru Smith,MIA,3,22.2,12.0,4.3,9.3,0.464,1.3,4.7,0.286,2.0,2.0,1.0,0.7,1.0,1.7,1.7,3.0,0.3,1.7,2.3,2022-23
Saben Lee,DET,2,24.9,12.0,2.0,6.5,0.308,1.0,3.0,0.333,7.0,8.5,0.824,0.0,1.5,1.5,3.5,3.0,0.5,2.0,1.5,2022-23
Mychal Mulder,MIA,3,22.3,12.0,3.7,9.7,0.379,2.7,7.0,0.381,2.0,2.7,0.75,0.0,2.7,2.7,0.0,1.3,0.7,1.3,2.7,2022-23
R.J. Hampton,ORL,2,28.6,12.0,4.0,10.0,0.4,0.0,2.0,0.0,4.0,6.0,0.667,0.5,7.0,7.5,2.0,1.0,0.0,3.0,3.5,2022-23
Jared Rhoden,SAC,5,25.3,11.8,4.4,9.8,0.449,1.4,3.6,0.389,1.6,1.8,0.889,1.2,4.4,5.6,1.6,1.4,0.6,1.2,3.8,2022-23
"Scotty Pippen, Jr.",LAL,5,22.6,11.8,4.2,11.8,0.356,0.8,3.6,0.222,2.6,3.8,0.684,0.4,2.8,3.2,4.8,2.6,0.6,3.0,2.6,2022-23
Dalen Terry,CHI,5,22.3,11.8,3.8,6.6,0.576,0.6,1.4,0.429,3.6,4.4,0.818,0.8,2.8,3.6,2.8,0.4,0.6,3.6,2.4,2022-23
Christian Braun,DEN,4,28.7,11.8,4.3,14.0,0.304,0.8,6.0,0.125,2.5,4.5,0.556,2.0,3.8,5.8,4.8,2.3,1.0,2.5,1.3,2022-23
Jericho Sims,NYK,5,27.3,11.6,4.8,6.0,0.8,0.0,0.0,0.0,2.0,5.0,0.4,3.4,5.6,9.0,2.2,0.8,1.2,2.6,3.4,2022-23
Carlik Jones,CHI,5,24.7,11.6,4.6,8.4,0.548,0.8,1.2,0.667,2.2,2.6,0.846,0.2,2.6,2.8,6.2,2.2,0.0,3.2,0.6,2022-23
James Huff,LAL,2,18.2,11.5,4.5,6.5,0.692,1.0,1.5,0.667,1.5,2.0,0.75,0.5,2.5,3.0,2.5,0.5,3.5,0.0,2.0,2022-23
Justin Tillman,ATL,4,20.6,11.5,5.3,9.8,0.538,0.0,0.0,0.0,1.0,1.3,0.8,1.8,1.8,3.5,0.5,0.3,1.3,1.0,3.8,2022-23
Feron Hunt,NYK,5,28.6,11.4,4.6,9.4,0.489,0.6,2.2,0.273,1.6,2.4,0.667,1.2,2.8,4.0,2.4,2.4,0.4,1.2,3.2,2022-23
Mason Jones,LAL,5,23.5,11.4,3.8,9.0,0.422,1.4,3.2,0.438,2.4,2.8,0.857,0.6,3.6,4.2,3.4,0.6,0.0,2.2,1.6,2022-23
Reggie Perry,LAC,5,17.9,11.4,3.8,8.2,0.463,1.2,2.4,0.5,2.6,3.0,0.867,0.6,3.8,4.4,0.6,0.4,0.6,1.4,4.8,2022-23
Cassius Winston,PHL,3,28.6,11.3,5.0,8.3,0.6,0.7,2.0,0.333,0.7,0.7,1.0,0.0,3.0,3.0,7.0,1.3,0.0,4.0,3.3,2022-23
Daeqwon Plowden,NOP,3,16.1,11.3,3.7,5.7,0.647,1.3,2.7,0.5,2.7,3.0,0.889,0.7,3.3,4.0,0.7,0.3,0.3,1.0,1.3,2022-23
Jalen Duren,DET,3,20.5,11.3,4.3,6.7,0.65,0.0,0.0,0.0,2.7,3.7,0.727,0.7,2.7,3.3,2.0,0.3,1.0,0.7,3.7,2022-23
Aaron Wiggins,OKC,3,23.9,11.3,4.3,8.0,0.542,1.0,2.3,0.429,1.7,2.0,0.833,0.7,2.3,3.0,1.3,1.0,0.3,1.0,1.7,2022-23
Tre Mann,OKC,3,27.1,11.3,3.3,12.7,0.263,1.3,5.3,0.25,3.3,4.0,0.833,0.7,4.0,4.7,3.7,0.7,0.0,2.7,2.7,2022-23
Collin Gillespie,DEN,4,28.2,11.3,4.3,10.8,0.395,1.8,6.3,0.28,1.0,1.3,0.8,1.3,4.0,5.3,4.3,1.5,0.5,1.5,2.3,2022-23
Ish Wainright,PHX,5,23.8,11.0,3.2,7.6,0.421,2.4,5.8,0.414,2.2,2.6,0.846,0.4,3.0,3.4,2.2,1.2,0.2,1.0,3.4,2022-23
"Vernon Carey, Jr.",WAS,3,18.0,11.0,4.0,7.0,0.571,0.0,0.7,0.0,3.0,3.3,0.9,2.0,4.3,6.3,0.3,0.3,1.3,1.3,2.3,2022-23
Gabe Brown,OKC,4,21.8,11.0,4.0,9.5,0.421,2.5,6.8,0.37,0.5,0.5,1.0,0.0,3.5,3.5,0.8,0.0,0.5,1.5,1.3,2022-23
Ousmane Dieng,OKC,2,22.9,11.0,4.5,10.0,0.45,0.5,3.5,0.143,1.5,2.5,0.6,0.0,6.5,6.5,0.5,0.5,0.5,1.5,0.5,2022-23
Stanley Umude,DET,4,18.6,10.8,3.5,7.3,0.483,2.0,4.5,0.444,1.8,2.0,0.875,0.5,2.0,2.5,1.3,0.0,1.0,1.5,2.0,2022-23
Devin Cannady,ORL,4,25.0,10.8,2.8,9.8,0.282,2.3,8.5,0.265,3.0,3.0,1.0,0.8,2.0,2.8,0.5,1.3,0.0,0.3,3.3,2022-23
"Charlie Brown, Jr.",PHL,5,23.4,10.6,3.0,9.0,0.333,1.2,3.8,0.316,3.4,3.6,0.944,1.4,2.8,4.2,1.6,1.2,0.4,2.6,2.8,2022-23
James Wiseman,GOS,4,19.9,10.5,4.3,8.8,0.486,0.5,1.5,0.333,1.5,2.8,0.545,2.3,3.3,5.5,1.3,0.0,2.0,1.8,4.5,2022-23
Jalen Williams,OKC,4,26.1,10.5,4.3,9.3,0.459,0.3,2.0,0.125,1.8,4.0,0.438,1.5,1.8,3.3,2.8,1.3,0.8,1.5,3.5,2022-23
D.J. Wilson,TOR,4,25.7,10.5,3.8,9.5,0.395,1.3,3.8,0.333,1.8,1.8,1.0,1.0,4.3,5.3,1.5,0.5,0.3,2.5,4.0,2022-23
Tyson Carter,PHX,5,17.9,10.4,3.8,8.4,0.452,1.8,4.0,0.45,1.0,1.2,0.833,0.6,3.4,4.0,1.4,0.6,0.4,1.8,1.2,2022-23
Jeremiah Robinson-Earl,OKC,3,22.7,10.3,4.7,7.0,0.667,0.0,1.0,0.0,1.0,1.7,0.6,4.7,4.0,8.7,1.7,0.3,0.7,0.7,1.7,2022-23
Amar Sylla,CLE,5,18.9,10.2,4.4,6.2,0.71,0.2,0.6,0.333,1.2,1.6,0.75,1.8,2.2,4.0,0.4,0.4,1.0,1.2,2.2,2022-23
Kessler Edwards,BRK,5,25.8,10.2,4.0,9.2,0.435,1.8,3.8,0.474,0.4,0.8,0.5,0.8,3.2,4.0,0.8,1.2,0.2,1.2,1.6,2022-23
Javante McCoy,LAL,5,20.4,10.2,4.2,8.8,0.477,0.4,2.0,0.2,1.4,1.6,0.875,0.2,2.0,2.2,2.4,0.2,0.4,1.6,1.6,2022-23
Tyson Etienne,ATL,5,16.7,10.2,3.4,8.6,0.395,2.0,5.4,0.37,1.4,1.8,0.778,0.4,1.2,1.6,0.6,0.6,0.0,0.8,2.0,2022-23
Orlando Robinson,MIA,4,23.7,10.0,3.0,7.5,0.4,0.3,1.0,0.25,3.8,4.5,0.833,4.5,4.3,8.8,0.5,0.8,1.8,1.3,2.3,2022-23
Isaiah Jackson,IND,3,21.9,10.0,4.3,7.7,0.565,0.3,0.7,0.5,1.0,2.0,0.5,2.0,6.0,8.0,1.3,0.7,3.3,0.7,2.0,2022-23
Jaime Echenique,WAS,5,18.8,10.0,3.2,6.0,0.533,0.0,0.2,0.0,3.6,4.8,0.75,3.0,3.4,6.4,0.8,0.4,1.0,1.6,4.0,2022-23
Quinndary Weatherspoon,GOS,4,25.6,10.0,3.8,6.3,0.6,0.8,2.0,0.375,1.8,1.8,1.0,1.0,3.5,4.5,1.5,1.3,0.0,2.0,2.5,2022-23
Tacko Fall,UTA,2,16.4,10.0,3.5,6.5,0.538,0.0,0.0,0.0,3.0,5.5,0.545,8.0,4.0,12.0,0.5,0.0,3.5,2.5,4.0,2022-23
Leandro Bolmaro,UTA,5,26.8,10.0,4.0,12.6,0.317,1.2,5.2,0.231,0.8,1.4,0.571,1.2,2.4,3.6,2.0,1.6,0.4,2.4,2.2,2022-23
"Terrell Brown, Jr.",MIN,3,16.6,10.0,3.3,7.3,0.455,1.0,2.3,0.429,2.3,3.7,0.636,0.3,1.3,1.7,1.0,1.3,0.0,0.3,1.3,2022-23
"Xavier Tillman, Sr.",MEM,3,20.3,10.0,3.7,8.3,0.44,0.0,0.7,0.0,2.7,3.3,0.8,1.3,2.0,3.3,1.7,1.3,0.0,1.3,2.7,2022-23
